"asset_id","risk_level","probability"
"AST041238","HIGH","0.5706"
"AST038152","HIGH","0.5706"
"AST029609","HIGH","0.5706"
"AST038657","HIGH","0.5706"
"AST010955","HIGH","0.5706"
"AST038278","HIGH","0.5706"
"AST038070","HIGH","0.5706"
"AST009032","HIGH","0.5706"
"AST040107","HIGH","0.5706"
"AST034147","HIGH","0.5706"
"AST036670","HIGH","0.5706"
"AST015448","HIGH","0.5706"
"AST038127","HIGH","0.5706"
"AST031204","HIGH","0.5706"
"AST024483","HIGH","0.5706"
"AST001116","HIGH","0.5706"
"AST040440","HIGH","0.5706"
"AST030990","HIGH","0.5705"
"AST004098","HIGH","0.5705"
"AST034084","HIGH","0.5705"
"AST024072","HIGH","0.5705"
"AST007175","HIGH","0.5705"
"AST013103","HIGH","0.5705"
"AST003328","HIGH","0.5705"
"AST024569","HIGH","0.5705"
"AST027101","HIGH","0.5705"
"AST017788","HIGH","0.5705"
"AST011784","HIGH","0.5705"
"AST003715","HIGH","0.5705"
"AST033707","HIGH","0.5705"
"AST022470","HIGH","0.5705"
"AST019155","HIGH","0.5705"
"AST019651","HIGH","0.5705"
"AST040073","HIGH","0.5705"
"AST014468","HIGH","0.5705"
"AST030177","HIGH","0.5705"
"AST026537","HIGH","0.5705"
"AST035613","HIGH","0.5705"
"AST007453","HIGH","0.5705"
"AST036420","HIGH","0.5705"
"AST009547","HIGH","0.5705"
"AST005533","HIGH","0.5705"
"AST025761","HIGH","0.5705"
"AST003842","HIGH","0.5705"
"AST001532","HIGH","0.5705"
"AST015886","HIGH","0.5704"
"AST011598","HIGH","0.5704"
"AST031424","HIGH","0.5704"
"AST040340","HIGH","0.5704"
"AST007880","HIGH","0.5704"
"AST024381","HIGH","0.5704"
"AST014794","HIGH","0.5704"
"AST023561","HIGH","0.5704"
"AST036722","HIGH","0.5704"
"AST007724","HIGH","0.5704"
"AST034343","HIGH","0.5704"
"AST011302","HIGH","0.5704"
"AST026139","HIGH","0.5704"
"AST028982","HIGH","0.5704"
"AST013715","HIGH","0.5704"
"AST036645","HIGH","0.5704"
"AST029318","HIGH","0.5704"
"AST040023","HIGH","0.5704"
"AST040196","HIGH","0.5704"
"AST036271","HIGH","0.5704"
"AST023961","HIGH","0.5704"
"AST006901","HIGH","0.5704"
"AST020893","HIGH","0.5704"
"AST037549","HIGH","0.5704"
"AST029522","HIGH","0.5704"
"AST023151","HIGH","0.5704"
"AST036626","HIGH","0.5704"
"AST037209","HIGH","0.5704"
"AST033024","HIGH","0.5704"
"AST028564","HIGH","0.5704"
"AST004174","HIGH","0.5704"
"AST021408","HIGH","0.5703"
"AST018846","HIGH","0.5703"
"AST005070","HIGH","0.5703"
"AST013436","HIGH","0.5703"
"AST033356","HIGH","0.5703"
"AST017603","HIGH","0.5703"
"AST036632","HIGH","0.5703"
"AST020319","HIGH","0.5703"
"AST015555","HIGH","0.5703"
"AST001168","HIGH","0.5703"
"AST025750","HIGH","0.5703"
"AST029865","HIGH","0.5703"
"AST040679","HIGH","0.5703"
"AST039267","HIGH","0.5703"
"AST021013","HIGH","0.5703"
"AST040986","HIGH","0.5703"
"AST021600","HIGH","0.5703"
"AST034865","HIGH","0.5703"
"AST038445","HIGH","0.5703"
"AST004159","HIGH","0.5703"
"AST015197","HIGH","0.5703"
"AST026961","HIGH","0.5703"
"AST016755","HIGH","0.5703"
"AST017124","HIGH","0.5703"
"AST013335","HIGH","0.5703"
"AST032095","HIGH","0.5702"
"AST033986","HIGH","0.5702"
"AST005651","HIGH","0.5702"
"AST023933","HIGH","0.5702"
"AST023320","HIGH","0.5702"
"AST012117","HIGH","0.5702"
"AST032831","HIGH","0.5702"
"AST012020","HIGH","0.5702"
"AST033956","HIGH","0.5702"
"AST027047","HIGH","0.5702"
"AST016579","HIGH","0.5702"
"AST028829","HIGH","0.5702"
"AST021251","HIGH","0.5702"
"AST038238","HIGH","0.5702"
"AST015231","HIGH","0.5702"
"AST038849","HIGH","0.5702"
"AST010045","HIGH","0.5702"
"AST032148","HIGH","0.5702"
"AST001335","HIGH","0.5702"
"AST032111","HIGH","0.5702"
"AST022409","HIGH","0.5702"
"AST020548","HIGH","0.5702"
"AST011809","HIGH","0.5702"
"AST023012","HIGH","0.5702"
"AST008088","HIGH","0.5702"
"AST026995","HIGH","0.5702"
"AST019734","HIGH","0.5702"
"AST018656","HIGH","0.5702"
"AST016064","HIGH","0.5702"
"AST032056","HIGH","0.5701"
"AST029991","HIGH","0.5701"
"AST025911","HIGH","0.5701"
"AST039880","HIGH","0.5701"
"AST016104","HIGH","0.5701"
"AST008010","HIGH","0.5701"
"AST036207","HIGH","0.5701"
"AST039501","HIGH","0.5701"
"AST035456","HIGH","0.5701"
"AST001018","HIGH","0.5701"
"AST041480","HIGH","0.5701"
"AST003151","HIGH","0.5701"
"AST015812","HIGH","0.5701"
"AST015458","HIGH","0.5701"
"AST031962","HIGH","0.5701"
"AST021370","HIGH","0.5701"
"AST040345","HIGH","0.5701"
"AST016327","HIGH","0.5701"
"AST028666","HIGH","0.5701"
"AST039745","HIGH","0.5701"
"AST015433","HIGH","0.5701"
"AST002695","HIGH","0.5701"
"AST033574","HIGH","0.5701"
"AST023442","HIGH","0.5701"
"AST010323","HIGH","0.57"
"AST037521","HIGH","0.57"
"AST026376","HIGH","0.57"
"AST038973","HIGH","0.57"
"AST016906","HIGH","0.57"
"AST017585","HIGH","0.57"
"AST037580","HIGH","0.57"
"AST000107","HIGH","0.57"
"AST008677","HIGH","0.57"
"AST035376","HIGH","0.57"
"AST009885","HIGH","0.57"
"AST036517","HIGH","0.57"
"AST017083","HIGH","0.57"
"AST001835","HIGH","0.57"
"AST040873","HIGH","0.57"
"AST001873","HIGH","0.57"
"AST040010","HIGH","0.57"
"AST039727","HIGH","0.57"
"AST032670","HIGH","0.57"
"AST000397","HIGH","0.57"
"AST008605","HIGH","0.57"
"AST024176","HIGH","0.57"
"AST027008","HIGH","0.57"
"AST005112","HIGH","0.57"
"AST035921","HIGH","0.57"
"AST007977","HIGH","0.5699"
"AST006320","HIGH","0.5699"
"AST026551","HIGH","0.5699"
"AST024883","HIGH","0.5699"
"AST002507","HIGH","0.5699"
"AST014823","HIGH","0.5699"
"AST009349","HIGH","0.5699"
"AST033402","HIGH","0.5699"
"AST029558","HIGH","0.5699"
"AST003197","HIGH","0.5699"
"AST016804","HIGH","0.5699"
"AST000746","HIGH","0.5699"
"AST015808","HIGH","0.5699"
"AST014754","HIGH","0.5699"
"AST037024","HIGH","0.5699"
"AST006837","HIGH","0.5699"
"AST003661","HIGH","0.5699"
"AST039732","HIGH","0.5699"
"AST001590","HIGH","0.5698"
"AST033458","HIGH","0.5698"
"AST032247","HIGH","0.5698"
"AST004089","HIGH","0.5698"
"AST018424","HIGH","0.5698"
"AST006189","HIGH","0.5698"
"AST032501","HIGH","0.5698"
"AST000296","HIGH","0.5698"
"AST030315","HIGH","0.5698"
"AST000552","HIGH","0.5698"
"AST016401","HIGH","0.5698"
"AST025644","HIGH","0.5698"
"AST016650","HIGH","0.5698"
"AST032126","HIGH","0.5698"
"AST040461","HIGH","0.5698"
"AST023016","HIGH","0.5698"
"AST020685","HIGH","0.5698"
"AST029163","HIGH","0.5698"
"AST037366","HIGH","0.5698"
"AST030024","HIGH","0.5698"
"AST033251","HIGH","0.5698"
"AST040982","HIGH","0.5698"
"AST036398","HIGH","0.5698"
"AST016590","HIGH","0.5698"
"AST036730","HIGH","0.5698"
"AST041372","HIGH","0.5698"
"AST020590","HIGH","0.5698"
"AST036992","HIGH","0.5698"
"AST003479","HIGH","0.5698"
"AST002468","HIGH","0.5698"
"AST022536","HIGH","0.5698"
"AST034669","HIGH","0.5698"
"AST020278","HIGH","0.5698"
"AST033610","HIGH","0.5698"
"AST030343","HIGH","0.5698"
"AST031882","HIGH","0.5698"
"AST027728","HIGH","0.5698"
"AST002087","HIGH","0.5698"
"AST027446","HIGH","0.5697"
"AST026468","HIGH","0.5697"
"AST018898","HIGH","0.5697"
"AST036264","HIGH","0.5697"
"AST032413","HIGH","0.5697"
"AST005597","HIGH","0.5697"
"AST024997","HIGH","0.5697"
"AST014884","HIGH","0.5697"
"AST010020","HIGH","0.5697"
"AST035294","HIGH","0.5697"
"AST011069","HIGH","0.5697"
"AST021567","HIGH","0.5697"
"AST011490","HIGH","0.5697"
"AST037870","HIGH","0.5697"
"AST031623","HIGH","0.5697"
"AST005660","HIGH","0.5697"
"AST034090","HIGH","0.5697"
"AST000755","HIGH","0.5697"
"AST036747","HIGH","0.5697"
"AST014236","HIGH","0.5697"
"AST029909","HIGH","0.5697"
"AST032586","HIGH","0.5697"
"AST032564","HIGH","0.5697"
"AST032330","HIGH","0.5697"
"AST033233","HIGH","0.5697"
"AST026092","HIGH","0.5697"
"AST029425","HIGH","0.5697"
"AST033504","HIGH","0.5697"
"AST041293","HIGH","0.5697"
"AST007493","HIGH","0.5697"
"AST029500","HIGH","0.5696"
"AST006280","HIGH","0.5696"
"AST033379","HIGH","0.5696"
"AST023666","HIGH","0.5696"
"AST023040","HIGH","0.5696"
"AST028821","HIGH","0.5696"
"AST005708","HIGH","0.5696"
"AST024114","HIGH","0.5696"
"AST033389","HIGH","0.5696"
"AST013443","HIGH","0.5696"
"AST020413","HIGH","0.5696"
"AST009559","HIGH","0.5696"
"AST038879","HIGH","0.5696"
"AST033147","HIGH","0.5696"
"AST013029","HIGH","0.5696"
"AST019657","HIGH","0.5696"
"AST030193","HIGH","0.5696"
"AST012652","HIGH","0.5696"
"AST001194","HIGH","0.5696"
"AST016126","HIGH","0.5696"
"AST034008","HIGH","0.5696"
"AST038520","HIGH","0.5696"
"AST041364","HIGH","0.5696"
"AST020209","HIGH","0.5696"
"AST010723","HIGH","0.5696"
"AST023315","HIGH","0.5696"
"AST000437","HIGH","0.5696"
"AST014721","HIGH","0.5695"
"AST013682","HIGH","0.5695"
"AST023481","HIGH","0.5695"
"AST033965","HIGH","0.5695"
"AST038586","HIGH","0.5695"
"AST009108","HIGH","0.5695"
"AST037925","HIGH","0.5695"
"AST034080","HIGH","0.5695"
"AST016036","HIGH","0.5695"
"AST003186","HIGH","0.5695"
"AST000882","HIGH","0.5695"
"AST039475","HIGH","0.5695"
"AST026531","HIGH","0.5695"
"AST006351","HIGH","0.5695"
"AST018615","HIGH","0.5695"
"AST010510","HIGH","0.5695"
"AST039368","HIGH","0.5695"
"AST009748","HIGH","0.5695"
"AST003200","HIGH","0.5695"
"AST008691","HIGH","0.5695"
"AST006701","HIGH","0.5695"
"AST040631","HIGH","0.5695"
"AST031501","HIGH","0.5695"
"AST022276","HIGH","0.5695"
"AST012119","HIGH","0.5694"
"AST015314","HIGH","0.5694"
"AST019639","HIGH","0.5694"
"AST004906","HIGH","0.5694"
"AST025470","HIGH","0.5694"
"AST039728","HIGH","0.5694"
"AST011125","HIGH","0.5694"
"AST007120","HIGH","0.5694"
"AST005423","HIGH","0.5694"
"AST024127","HIGH","0.5694"
"AST037814","HIGH","0.5694"
"AST040092","HIGH","0.5694"
"AST023150","HIGH","0.5694"
"AST019527","HIGH","0.5694"
"AST009003","HIGH","0.5694"
"AST020497","HIGH","0.5694"
"AST020046","HIGH","0.5694"
"AST013376","HIGH","0.5694"
"AST034594","HIGH","0.5694"
"AST020334","HIGH","0.5694"
"AST006888","HIGH","0.5694"
"AST015697","HIGH","0.5694"
"AST005492","HIGH","0.5694"
"AST031314","HIGH","0.5694"
"AST010239","HIGH","0.5694"
"AST020130","HIGH","0.5694"
"AST019297","HIGH","0.5694"
"AST033437","HIGH","0.5694"
"AST016108","HIGH","0.5694"
"AST031786","HIGH","0.5694"
"AST030829","HIGH","0.5694"
"AST038581","HIGH","0.5694"
"AST020031","HIGH","0.5693"
"AST030229","HIGH","0.5693"
"AST023704","HIGH","0.5693"
"AST020124","HIGH","0.5693"
"AST011515","HIGH","0.5693"
"AST008940","HIGH","0.5693"
"AST036242","HIGH","0.5693"
"AST018148","HIGH","0.5693"
"AST035979","HIGH","0.5693"
"AST019872","HIGH","0.5693"
"AST037315","HIGH","0.5693"
"AST022213","HIGH","0.5693"
"AST026661","HIGH","0.5693"
"AST036756","HIGH","0.5693"
"AST002225","HIGH","0.5693"
"AST028166","HIGH","0.5693"
"AST038434","HIGH","0.5693"
"AST004844","HIGH","0.5693"
"AST038266","HIGH","0.5693"
"AST029694","HIGH","0.5693"
"AST016449","HIGH","0.5693"
"AST001494","HIGH","0.5693"
"AST003054","HIGH","0.5693"
"AST019707","HIGH","0.5693"
"AST035477","HIGH","0.5693"
"AST026997","HIGH","0.5693"
"AST019049","HIGH","0.5693"
"AST032723","HIGH","0.5693"
"AST031230","HIGH","0.5693"
"AST020447","HIGH","0.5693"
"AST016964","HIGH","0.5693"
"AST039851","HIGH","0.5693"
"AST034950","HIGH","0.5692"
"AST003517","HIGH","0.5692"
"AST007002","HIGH","0.5692"
"AST036755","HIGH","0.5692"
"AST036844","HIGH","0.5692"
"AST008524","HIGH","0.5692"
"AST035214","HIGH","0.5692"
"AST023731","HIGH","0.5692"
"AST001506","HIGH","0.5692"
"AST033227","HIGH","0.5692"
"AST033382","HIGH","0.5692"
"AST037502","HIGH","0.5692"
"AST040268","HIGH","0.5692"
"AST018740","HIGH","0.5692"
"AST038679","HIGH","0.5692"
"AST011960","HIGH","0.5692"
"AST014108","HIGH","0.5692"
"AST030291","HIGH","0.5692"
"AST015187","HIGH","0.5692"
"AST012755","HIGH","0.5692"
"AST008472","HIGH","0.5692"
"AST041400","HIGH","0.5692"
"AST021813","HIGH","0.5691"
"AST013961","HIGH","0.5691"
"AST038102","HIGH","0.5691"
"AST000128","HIGH","0.5691"
"AST021473","HIGH","0.5691"
"AST021417","HIGH","0.5691"
"AST005175","HIGH","0.5691"
"AST037003","HIGH","0.5691"
"AST037686","HIGH","0.5691"
"AST031135","HIGH","0.5691"
"AST030588","HIGH","0.5691"
"AST019108","HIGH","0.5691"
"AST014157","HIGH","0.5691"
"AST023162","HIGH","0.5691"
"AST031756","HIGH","0.5691"
"AST024038","HIGH","0.5691"
"AST030843","HIGH","0.5691"
"AST032944","HIGH","0.5691"
"AST006126","HIGH","0.5691"
"AST011590","HIGH","0.5691"
"AST015776","HIGH","0.5691"
"AST037798","HIGH","0.5691"
"AST033039","HIGH","0.5691"
"AST016570","HIGH","0.5691"
"AST000827","HIGH","0.5691"
"AST030620","HIGH","0.5691"
"AST036086","HIGH","0.5691"
"AST019931","HIGH","0.5691"
"AST014254","HIGH","0.5691"
"AST012932","HIGH","0.5691"
"AST031202","HIGH","0.5691"
"AST021984","HIGH","0.5691"
"AST009865","HIGH","0.5691"
"AST026366","HIGH","0.569"
"AST004825","HIGH","0.569"
"AST018774","HIGH","0.569"
"AST031960","HIGH","0.569"
"AST015770","HIGH","0.569"
"AST009588","HIGH","0.569"
"AST035644","HIGH","0.569"
"AST020419","HIGH","0.569"
"AST036051","HIGH","0.569"
"AST041152","HIGH","0.569"
"AST023533","HIGH","0.569"
"AST030520","HIGH","0.569"
"AST032439","HIGH","0.569"
"AST038782","HIGH","0.569"
"AST016191","HIGH","0.569"
"AST009524","HIGH","0.569"
"AST027374","HIGH","0.569"
"AST024634","HIGH","0.569"
"AST000707","HIGH","0.569"
"AST023883","HIGH","0.5689"
"AST007293","HIGH","0.5689"
"AST023701","HIGH","0.5689"
"AST026672","HIGH","0.5689"
"AST017902","HIGH","0.5689"
"AST010484","HIGH","0.5689"
"AST012353","HIGH","0.5689"
"AST030661","HIGH","0.5689"
"AST038189","HIGH","0.5689"
"AST007220","HIGH","0.5689"
"AST028415","HIGH","0.5689"
"AST037002","HIGH","0.5689"
"AST032805","HIGH","0.5689"
"AST008109","HIGH","0.5689"
"AST008227","HIGH","0.5689"
"AST015071","HIGH","0.5689"
"AST012668","HIGH","0.5689"
"AST021675","HIGH","0.5689"
"AST002929","HIGH","0.5689"
"AST034211","HIGH","0.5689"
"AST005808","HIGH","0.5689"
"AST038349","HIGH","0.5689"
"AST036340","HIGH","0.5689"
"AST012823","HIGH","0.5689"
"AST029281","HIGH","0.5689"
"AST027290","HIGH","0.5689"
"AST021212","HIGH","0.5689"
"AST006195","HIGH","0.5689"
"AST012631","HIGH","0.5689"
"AST008270","HIGH","0.5689"
"AST002609","HIGH","0.5689"
"AST025575","HIGH","0.5689"
"AST038724","HIGH","0.5689"
"AST000849","HIGH","0.5689"
"AST035577","HIGH","0.5689"
"AST032950","HIGH","0.5689"
"AST008565","HIGH","0.5689"
"AST001147","HIGH","0.5689"
"AST004980","HIGH","0.5689"
"AST013012","HIGH","0.5689"
"AST024332","HIGH","0.5689"
"AST040422","HIGH","0.5689"
"AST037259","HIGH","0.5689"
"AST018783","HIGH","0.5689"
"AST005893","HIGH","0.5689"
"AST011273","HIGH","0.5689"
"AST031125","HIGH","0.5689"
"AST035112","HIGH","0.5689"
"AST030472","HIGH","0.5689"
"AST002490","HIGH","0.5689"
"AST035809","HIGH","0.5689"
"AST018724","HIGH","0.5688"
"AST005860","HIGH","0.5688"
"AST013203","HIGH","0.5688"
"AST034317","HIGH","0.5688"
"AST034824","HIGH","0.5688"
"AST031817","HIGH","0.5688"
"AST030571","HIGH","0.5688"
"AST028395","HIGH","0.5688"
"AST027161","HIGH","0.5688"
"AST004081","HIGH","0.5688"
"AST004453","HIGH","0.5688"
"AST022902","HIGH","0.5688"
"AST021001","HIGH","0.5688"
"AST012435","HIGH","0.5688"
"AST040630","HIGH","0.5688"
"AST027901","HIGH","0.5688"
"AST020018","HIGH","0.5688"
"AST033069","HIGH","0.5688"
"AST032344","HIGH","0.5688"
"AST027961","HIGH","0.5688"
"AST010761","HIGH","0.5688"
"AST038040","HIGH","0.5688"
"AST021722","HIGH","0.5688"
"AST036393","HIGH","0.5688"
"AST039202","HIGH","0.5688"
"AST029380","HIGH","0.5687"
"AST022471","HIGH","0.5687"
"AST011457","HIGH","0.5687"
"AST030483","HIGH","0.5687"
"AST015476","HIGH","0.5687"
"AST018530","HIGH","0.5687"
"AST028810","HIGH","0.5687"
"AST024847","HIGH","0.5687"
"AST007793","HIGH","0.5687"
"AST023888","HIGH","0.5687"
"AST009897","HIGH","0.5687"
"AST033857","HIGH","0.5687"
"AST015941","HIGH","0.5687"
"AST038497","HIGH","0.5687"
"AST001996","HIGH","0.5687"
"AST027585","HIGH","0.5687"
"AST032576","HIGH","0.5687"
"AST015766","HIGH","0.5687"
"AST027747","HIGH","0.5687"
"AST015276","HIGH","0.5687"
"AST030067","HIGH","0.5687"
"AST009826","HIGH","0.5687"
"AST030305","HIGH","0.5687"
"AST014043","HIGH","0.5687"
"AST015148","HIGH","0.5687"
"AST030311","HIGH","0.5687"
"AST024188","HIGH","0.5687"
"AST028753","HIGH","0.5687"
"AST029885","HIGH","0.5687"
"AST032034","HIGH","0.5687"
"AST038357","HIGH","0.5687"
"AST033897","HIGH","0.5687"
"AST018448","HIGH","0.5686"
"AST039796","HIGH","0.5686"
"AST038063","HIGH","0.5686"
"AST018769","HIGH","0.5686"
"AST024513","HIGH","0.5686"
"AST040155","HIGH","0.5686"
"AST039843","HIGH","0.5686"
"AST018986","HIGH","0.5686"
"AST016573","HIGH","0.5686"
"AST028456","HIGH","0.5686"
"AST020647","HIGH","0.5686"
"AST009538","HIGH","0.5686"
"AST027749","HIGH","0.5686"
"AST016058","HIGH","0.5686"
"AST031454","HIGH","0.5686"
"AST017092","HIGH","0.5686"
"AST030696","HIGH","0.5686"
"AST009124","HIGH","0.5686"
"AST022915","HIGH","0.5686"
"AST016342","HIGH","0.5686"
"AST035085","HIGH","0.5686"
"AST020011","HIGH","0.5686"
"AST026240","HIGH","0.5686"
"AST018840","HIGH","0.5686"
"AST038507","HIGH","0.5686"
"AST036331","HIGH","0.5686"
"AST017985","HIGH","0.5686"
"AST036689","HIGH","0.5686"
"AST012666","HIGH","0.5686"
"AST040992","HIGH","0.5686"
"AST019892","HIGH","0.5686"
"AST022259","HIGH","0.5685"
"AST040543","HIGH","0.5685"
"AST041242","HIGH","0.5685"
"AST025043","HIGH","0.5685"
"AST018738","HIGH","0.5685"
"AST028561","HIGH","0.5685"
"AST002945","HIGH","0.5685"
"AST023940","HIGH","0.5685"
"AST010171","HIGH","0.5685"
"AST007581","HIGH","0.5685"
"AST014038","HIGH","0.5685"
"AST010458","HIGH","0.5685"
"AST013070","HIGH","0.5685"
"AST019737","HIGH","0.5685"
"AST020093","HIGH","0.5685"
"AST007215","HIGH","0.5685"
"AST038218","HIGH","0.5685"
"AST003864","HIGH","0.5685"
"AST030698","HIGH","0.5685"
"AST034645","HIGH","0.5685"
"AST016416","HIGH","0.5685"
"AST023564","HIGH","0.5685"
"AST039112","HIGH","0.5685"
"AST015114","HIGH","0.5685"
"AST041251","HIGH","0.5685"
"AST020462","HIGH","0.5685"
"AST008908","HIGH","0.5685"
"AST001969","HIGH","0.5685"
"AST011265","HIGH","0.5685"
"AST019008","HIGH","0.5685"
"AST027746","HIGH","0.5685"
"AST017835","HIGH","0.5685"
"AST037975","HIGH","0.5684"
"AST026381","HIGH","0.5684"
"AST004879","HIGH","0.5684"
"AST012520","HIGH","0.5684"
"AST002436","HIGH","0.5684"
"AST037143","HIGH","0.5684"
"AST006023","HIGH","0.5684"
"AST005302","HIGH","0.5684"
"AST014583","HIGH","0.5684"
"AST016476","HIGH","0.5684"
"AST000968","HIGH","0.5684"
"AST031875","HIGH","0.5684"
"AST006684","HIGH","0.5684"
"AST017205","HIGH","0.5684"
"AST036267","HIGH","0.5684"
"AST008175","HIGH","0.5684"
"AST020002","HIGH","0.5684"
"AST041348","HIGH","0.5684"
"AST016145","HIGH","0.5684"
"AST039314","HIGH","0.5684"
"AST023510","HIGH","0.5684"
"AST024337","HIGH","0.5684"
"AST025609","HIGH","0.5684"
"AST010428","HIGH","0.5684"
"AST021413","HIGH","0.5684"
"AST023774","HIGH","0.5684"
"AST008753","HIGH","0.5684"
"AST005634","HIGH","0.5684"
"AST009163","HIGH","0.5684"
"AST039320","HIGH","0.5684"
"AST034709","HIGH","0.5684"
"AST008130","HIGH","0.5684"
"AST033263","HIGH","0.5684"
"AST025709","HIGH","0.5684"
"AST035050","HIGH","0.5684"
"AST022435","HIGH","0.5684"
"AST006497","HIGH","0.5684"
"AST013827","HIGH","0.5684"
"AST038459","HIGH","0.5683"
"AST031580","HIGH","0.5683"
"AST041269","HIGH","0.5683"
"AST031693","HIGH","0.5683"
"AST040874","HIGH","0.5683"
"AST033855","HIGH","0.5683"
"AST038494","HIGH","0.5683"
"AST013008","HIGH","0.5683"
"AST018833","HIGH","0.5683"
"AST008599","HIGH","0.5683"
"AST008545","HIGH","0.5683"
"AST024401","HIGH","0.5683"
"AST000311","HIGH","0.5683"
"AST008434","HIGH","0.5683"
"AST030997","HIGH","0.5683"
"AST003528","HIGH","0.5683"
"AST019038","HIGH","0.5683"
"AST040899","HIGH","0.5683"
"AST016654","HIGH","0.5683"
"AST030294","HIGH","0.5683"
"AST001786","HIGH","0.5683"
"AST025187","HIGH","0.5683"
"AST016150","HIGH","0.5683"
"AST022995","HIGH","0.5683"
"AST012944","HIGH","0.5683"
"AST035685","HIGH","0.5683"
"AST022642","HIGH","0.5683"
"AST013905","HIGH","0.5683"
"AST032990","HIGH","0.5683"
"AST026681","HIGH","0.5683"
"AST007417","HIGH","0.5683"
"AST024531","HIGH","0.5683"
"AST010007","HIGH","0.5682"
"AST035953","HIGH","0.5682"
"AST022264","HIGH","0.5682"
"AST001378","HIGH","0.5682"
"AST007014","HIGH","0.5682"
"AST016375","HIGH","0.5682"
"AST029190","HIGH","0.5682"
"AST016042","HIGH","0.5682"
"AST017896","HIGH","0.5682"
"AST016412","HIGH","0.5682"
"AST013123","HIGH","0.5682"
"AST026097","HIGH","0.5682"
"AST034715","HIGH","0.5682"
"AST037076","HIGH","0.5682"
"AST027669","HIGH","0.5682"
"AST012440","HIGH","0.5682"
"AST014651","HIGH","0.5682"
"AST006445","HIGH","0.5682"
"AST002977","HIGH","0.5682"
"AST026006","HIGH","0.5682"
"AST023093","HIGH","0.5682"
"AST000141","HIGH","0.5682"
"AST003278","HIGH","0.5682"
"AST041031","HIGH","0.5682"
"AST041503","HIGH","0.5682"
"AST029142","HIGH","0.5682"
"AST009472","HIGH","0.5682"
"AST039960","HIGH","0.5682"
"AST015208","HIGH","0.5682"
"AST003536","HIGH","0.5682"
"AST026780","HIGH","0.5682"
"AST002999","HIGH","0.5682"
"AST019032","HIGH","0.5682"
"AST025525","HIGH","0.5682"
"AST019190","HIGH","0.5682"
"AST032487","HIGH","0.5682"
"AST039043","HIGH","0.5682"
"AST021766","HIGH","0.5682"
"AST031453","HIGH","0.5682"
"AST007440","HIGH","0.5682"
"AST010230","HIGH","0.5682"
"AST019129","HIGH","0.5682"
"AST022266","HIGH","0.5681"
"AST023345","HIGH","0.5681"
"AST028359","HIGH","0.5681"
"AST040180","HIGH","0.5681"
"AST023355","HIGH","0.5681"
"AST000030","HIGH","0.5681"
"AST001117","HIGH","0.5681"
"AST025900","HIGH","0.5681"
"AST033219","HIGH","0.5681"
"AST034966","HIGH","0.5681"
"AST028406","HIGH","0.5681"
"AST041317","HIGH","0.5681"
"AST004302","HIGH","0.5681"
"AST028449","HIGH","0.5681"
"AST029510","HIGH","0.5681"
"AST018561","HIGH","0.5681"
"AST012617","HIGH","0.5681"
"AST040878","HIGH","0.5681"
"AST030644","HIGH","0.5681"
"AST036965","HIGH","0.5681"
"AST025396","HIGH","0.5681"
"AST019414","HIGH","0.5681"
"AST006343","HIGH","0.5681"
"AST008996","HIGH","0.5681"
"AST010968","HIGH","0.5681"
"AST035292","HIGH","0.5681"
"AST008755","HIGH","0.5681"
"AST012252","HIGH","0.5681"
"AST037513","HIGH","0.5681"
"AST039991","HIGH","0.5681"
"AST033345","HIGH","0.5681"
"AST000887","HIGH","0.5681"
"AST036044","HIGH","0.5681"
"AST022797","HIGH","0.5681"
"AST010544","HIGH","0.568"
"AST028947","HIGH","0.568"
"AST036182","HIGH","0.568"
"AST026833","HIGH","0.568"
"AST016209","HIGH","0.568"
"AST024780","HIGH","0.568"
"AST022023","HIGH","0.568"
"AST026525","HIGH","0.568"
"AST039056","HIGH","0.568"
"AST012954","HIGH","0.568"
"AST003969","HIGH","0.568"
"AST006550","HIGH","0.568"
"AST036100","HIGH","0.568"
"AST016171","HIGH","0.568"
"AST032296","HIGH","0.568"
"AST036799","HIGH","0.568"
"AST037807","HIGH","0.568"
"AST015076","HIGH","0.568"
"AST036064","HIGH","0.568"
"AST016433","HIGH","0.568"
"AST037476","HIGH","0.568"
"AST017909","HIGH","0.568"
"AST008710","HIGH","0.568"
"AST037084","HIGH","0.568"
"AST007234","HIGH","0.568"
"AST008533","HIGH","0.568"
"AST022767","HIGH","0.568"
"AST037519","HIGH","0.568"
"AST038342","HIGH","0.568"
"AST037318","HIGH","0.568"
"AST025717","HIGH","0.568"
"AST039092","HIGH","0.568"
"AST028854","HIGH","0.568"
"AST035690","HIGH","0.568"
"AST037571","HIGH","0.5679"
"AST008300","HIGH","0.5679"
"AST021383","HIGH","0.5679"
"AST013294","HIGH","0.5679"
"AST025473","HIGH","0.5679"
"AST019420","HIGH","0.5679"
"AST009668","HIGH","0.5679"
"AST000813","HIGH","0.5679"
"AST033892","HIGH","0.5679"
"AST009494","HIGH","0.5679"
"AST026748","HIGH","0.5679"
"AST013043","HIGH","0.5679"
"AST018977","HIGH","0.5679"
"AST005335","HIGH","0.5679"
"AST034777","HIGH","0.5679"
"AST012942","HIGH","0.5679"
"AST007516","HIGH","0.5679"
"AST040826","HIGH","0.5679"
"AST030596","HIGH","0.5679"
"AST018532","HIGH","0.5679"
"AST004197","HIGH","0.5679"
"AST010452","HIGH","0.5679"
